Year,OPRHP Region,County,Facility,Attendance
2013,Saratoga,Saratoga,Saratoga Lake Boat Lnch,109046
2013,Saratoga,Saratoga,Saratoga Springs,2936194
2013,Saratoga,Saratoga/Warren,Moreau Lake St Pk,381133
2013,Saratoga,Schoharie,Max V Shaul Campsite,23487
2013,Saratoga,Schoharie,Minekill,89293
2013,Taconic,Columbia,Clermont,84528
2013,Taconic,Columbia,Copake Falls,219733
2013,Taconic,Columbia,Lake Taghkanic St Park,245499
2013,Taconic,Columbia,Olana,148974
2013,Taconic,Columbia/Dutchess,Rudd Pond,17140
2013,Taconic,Dutchess,Clinton House,0
2013,Taconic,Dutchess,James Baird,174153
2013,Taconic,Dutchess,Mills Norrie St Pk,203764
2013,Taconic,Dutchess,Staatsburgh Shs,46007
2013,Taconic,Dutchess/Putnam,Hudson Highlands,217826
2013,Taconic,Dutchess/Ulster,Walkway Over The Hudson,709573
2013,Taconic,Putnam,Clarence Fahnestock,270425
2013,Taconic,Putnam,Taconic Outdoor Education Center,16282
2013,Taconic,Westchester,F D Roosevelt,475227
2013,Taconic,Westchester,John Jay Homestead,31915
2013,Taconic,Westchester,Old Croton Aqueduct,1006966
2013,Taconic,Westchester,Philipse Manor,23304
2013,Taconic,Westchester,Rockefeller Preserve,342860
2013,Thousand Islands,Clinton,Cumberland Bay St Pk,42345
2013,Thousand Islands,Clinton,Great Chazy Boat Launch,26193
2013,Thousand Islands,Clinton,Macomb Reservation,31671
2013,Thousand Islands,Clinton,Point Au Roche,90263
2013,Thousand Islands,Clinton,Point Au Roche Boat Lau,20516
2013,Thousand Islands,Jefferson,Black River Trail,84060
2013,Thousand Islands,Jefferson,Burnham Pnt River Park,13662
2013,Thousand Islands,Jefferson,Canoe-Picnic Pnt River,7588
2013,Thousand Islands,Jefferson,Cedar Pnt River Park,76809
2013,Thousand Islands,Jefferson,Chaumont Boat Launch,47791
2013,Thousand Islands,Jefferson,Dewolf Point,16566
2013,Thousand Islands,Jefferson,Grass Pnt River Park,39206
2013,Thousand Islands,Jefferson,Keewaydin St Park,55350
2013,Thousand Islands,Jefferson,Kring Point,52467
2013,Thousand Islands,Jefferson,Long Point River Park,32433
2013,Thousand Islands,Jefferson,Mary Island River Park,4083
2013,Thousand Islands,Jefferson,Rock Island,10468
2013,Thousand Islands,Jefferson,Sackets Harbor Btl Field,74043
2013,Thousand Islands,Jefferson,Southwick Beach St Pk,120345
2013,Thousand Islands,Jefferson,Stony Creek,33796
2013,Thousand Islands,Jefferson,Thousand Island Admin.,0
2013,Thousand Islands,Jefferson,Waterson Point Docking,2075
2013,Thousand Islands,Jefferson,Wehle State Park,75054
2013,Thousand Islands,Jefferson,Wellesley Island St Pk,195373
2013,Thousand Islands,Jefferson,Westcott Beach St Pk,133125
2013,Thousand Islands,Lewis,Whetstone Gulf,114632
2013,Thousand Islands,St Lawrence,Black Lk Boat Launch,4043
2013,Thousand Islands,St Lawrence,Cedar Island River Park,2125
2013,Thousand Islands,St Lawrence,Coles Creek,126222
2013,Thousand Islands,St Lawrence,Eel Weir St Park,3194
2013,Thousand Islands,St Lawrence,Higley Flow St Park,46328
2013,Thousand Islands,St Lawrence,Jacques Cartier St Pk,19952
2013,Thousand Islands,St Lawrence,Robert Moses St Pk - Thousand Islands,85928
2013,Thousand Islands,St Lawrence,St Lawrence Golf Course,9789
2013,Thousand Islands,St Lawrence,Wilson Hill Boat Launch,9203
2012,Allegany,Cattaraugus,Allegany Quaker Area,709512
2012,Allegany,Cattaraugus,Allegany Red House Area,729189
2012,Allegany,Chautauqua,Lake Erie St Pk,108272
2012,Allegany,Chautauqua,Long Point Marina,75338
2012,Allegany,Chautauqua,Midway State Park,103567
2012,Central,Broome,Chenango Valley St Pk,170877
2012,Central,Broome,Chittengo Lndg,0
2012,Central,Broome/Delaware,Oquaga State Park,40198
2012,Central,Chenango,Bowman Lake St Pk,66974
2012,Central,Chenango,Hunts Pond State Park,0
2012,Central,Herkimer,Herkimer Home,19055
2012,Central,Madison,Chittenango Fls St Pk,36928
2012,Central,Madison,Lorenzo,29159
2012,Central,Oneida,Delta Lake St Pk,210925
2012,Central,Oneida,Oriskany Battlefield,6331
2012,Central,Oneida,Pixley Falls State Park,33789
2012,Central,Oneida,Steuben Memorial,883
2012,Central,Oneida,Verona Beach State Park,222010
2012,Central,Onondaga,Clark Reservation,44281
2012,Central,Onondaga,Green Lakes State Park,957959
2012,Central,Onondaga/Madison/Oneida,Old Erie Canal,28012
2012,Central,Oswego,Battle Isl Golf Course,30166
2012,Central,Oswego,Fort Ontario,138783
2012,Central,Oswego,Mexico Point Boat Launch,18571
2012,Central,Oswego,Pine Grove Boatlaunch,0
2012,Central,Oswego,Sandy Island Beach,39375
2012,Central,Oswego,Selkirk Shores,82244
2012,Central,Otsego,Betty And Wilbur Davis State Park,13944
2012,Central,Otsego,Canadarago Boat Lnch,22289
2012,Central,Otsego,Gilbert Lake St Pk,111206
2012,Central,Otsego,Glimmerglass State Park,140937
2012,Finger Lakes,Cayuga,Fair Haven St Pk,311403
2012,Finger Lakes,Cayuga,Fillmore Glen St Pk,128212
2012,Finger Lakes,Cayuga,Long Point St Pk,45190
2012,Finger Lakes,Cayuga,Springbrook Greens,0
2012,Finger Lakes,Chemung,Newtown Battlefield,30788
2012,Finger Lakes,Chemung,Soaring Eagles Golf Course,25090
2012,Finger Lakes,Ontario,Ganondagan,34266
2012,Finger Lakes,Ontario,H H Spencer,23341
2012,Finger Lakes,Ontario,Honeoye Bt Lau,38200
2012,Finger Lakes,Ontario/Seneca,Seneca Lake St Pk,164166
2012,Finger Lakes,Schuyler,Watkins Glen St Pk,590129
2012,Finger Lakes,Seneca,Bonavista Golf Course,5598
2012,Finger Lakes,Seneca,Cayuga Lake St Pk,140311
2012,Finger Lakes,Seneca,Lodi Point Marina/Boat,19337
2012,Finger Lakes,Seneca,Sampson St Pk,158662
2012,Finger Lakes,Steuben,Indian Hills Golf Course,31905
2012,Finger Lakes,Steuben,Pinnacle Golf,8660
2012,Finger Lakes,Steuben,Stony Brook St Pk,152114
2012,Finger Lakes,Tompkins,Allan Treman Marina,162986
2012,Finger Lakes,Tompkins,Buttermilk Falls St Pk,158591
2012,Finger Lakes,Tompkins,Finger Lakes Admin.,0
2012,Finger Lakes,Tompkins,Robert H Treman St Pk,225758
2012,Finger Lakes,Tompkins,Taughannock Falls St Pk,484005
2012,Finger Lakes,Wayne,Beechwood,0
2012,Finger Lakes,Wayne,Canadaigua Btlau Ontrio,36623
2012,Finger Lakes,Wayne,Chimney Bluffs,151880
2012,Finger Lakes,Wayne,Deans Cove Boat Launch,16966
2012,Finger Lakes,Yates,Keuka Lake St Pk,94589
2012,Genesee,Allegany/Cattaraugus/Livingston/Monroe,Genesee Valley Greenway,32120
2012,Genesee,Genesee,Darien Lakes State Park,66184
2012,Genesee,Livingston,Conesus Lake Boat Launch,23692
2012,Genesee,Livingston/Wyoming,Letchworth State Park,650391
2012,Genesee,Monroe,Braddock Bay,41661
2012,Genesee,Monroe,Durand Eastman,30959
2012,Genesee,Monroe,Genesee River Park,2655
2012,Genesee,Monroe,Hamlin Beach State Park,287107
2012,Genesee,Monroe,Irondquoit Bay Boat Lnch,46344
2012,Genesee,Orleans,Lakeside Beach St Pk,71231
2012,Genesee,Orleans,Oak Orchard Boat Launch,7233
2012,Genesee,Wyoming,Silver Lake,26854
2012,Long Island,Nassau,Hempstead Lake St Pk,298706
2012,Long Island,Nassau,Jones Beach,5257296
2012,Long Island,Nassau,Planting Fields A,199656
2012,Long Island,Nassau,Valley Stream St Pk,253745
2012,Long Island,Nassau/Suffolk,Bethpage Golf Course,819150
2012,Long Island,Nassau/Suffolk,Trailview,118825
2012,Long Island,Suffolk,Bayard C. A.,178698
2012,Long Island,Suffolk,Belmont Lakes St Pk,526825
2012,Long Island,Suffolk,Brentwood Sp,517900
2012,Long Island,Suffolk,Brookhaven State Park,0
2012,Long Island,Suffolk,Caleb Smith State Park,24987
2012,Long Island,Suffolk,Camp Hero,121585
2012,Long Island,Suffolk,Captree St Pk,1172952
2012,Long Island,Suffolk,Caumsett St Pk,402629
2012,Long Island,Suffolk,Cold Spring Harbor,151993
2012,Long Island,Suffolk,Connetquot River St Pk,227949
2012,Long Island,Suffolk,Heckscher St Park,1314445
2012,Long Island,Suffolk,Hither Hills,337215
2012,Long Island,Suffolk,Montauk Downs,98710
2012,Long Island,Suffolk,Montauk Point,766430
2012,Long Island,Suffolk,Napeague State Park,69495
2012,Long Island,Suffolk,Nissequogue River,106125
2012,Long Island,Suffolk,Orient Beach St Pk,399218
2012,Long Island,Suffolk,Robert Moses St Pk - Long Island,3226597
2012,Long Island,Suffolk,Sag Harbour,30630
2012,Long Island,Suffolk,Shadmore,45896
2012,Long Island,Suffolk,Sunken Meadow St Pk,1899620
2012,Long Island,Suffolk,Walt Whitman House,5827
2012,Long Island,Suffolk,Wildwood State Park,270973
2012,New York City,Bronx,Roberto Clemente,1227174
2012,New York City,Kings,Empire Fulton Ferry,0
2012,New York City,Kings,Marsha P. Johnson State Park (former East River State Park until 2020),735488
2012,New York City,New York,Riverbank Fitness Cntr,40438
2012,New York City,New York,Riverbank Rollr-Ice Rnks,367205
2012,New York City,New York,Riverbank State Park,3588710
2012,New York City,Queens,Bayswater Point St Pk,22242
2012,New York City,Queens,Gantry Plaza,626912
2012,New York City,Richmond,Clay Pit Ponds,42191
2012,Niagara,Erie,Beaver Island,298202
2012,Niagara,Erie,Big 6 Marina,77705
2012,Niagara,Erie,Buckhorn,30470
2012,Niagara,Erie,Buffalo Harbor St Pk & Marina,0
2012,Niagara,Erie,Evangola St Pk,155758
2012,Niagara,Erie,Knox Farm Sp,0
2012,Niagara,Erie,Woodlawn Beach,120000
2012,Niagara,Niagara,Artpark,271407
2012,Niagara,Niagara,Deveaux Woods,93396
2012,Niagara,Niagara,Devils Hole,194484
2012,Niagara,Niagara,Four  Mile Creek,74465
2012,Niagara,Niagara,Ft Niagara,363820
2012,Niagara,Niagara,Golden Hill St Pk,77553
2012,Niagara,Niagara,Joseph Davis St Pk,0
2012,Niagara,Niagara,Niagara Reservation,8690962
2012,Niagara,Niagara,Reservoir St Pk,112862
2012,Niagara,Niagara,Whirlpool,258948
2012,Niagara,Niagara,Wilson Tuscarora St Pk,143164
2012,Palisades,Dutchess/Orange/Putnam/Rockland,Appalachian Trail,8502
2012,Palisades,Orange,Fort Montgomery,42503
2012,Palisades,Orange,Goosepond Mountain,3558
2012,Palisades,Orange,Highland Lakes,4077
2012,Palisades,Orange,Knox Headquarters,8789
2012,Palisades,Orange,National Purple Heart Hall Of Honor,12074
2012,Palisades,Orange,New Windsor Cantonment,15262
2012,Palisades,Orange,Schunnemunk State Park,36405
2012,Palisades,Orange,Sterling Forest,206563
2012,Palisades,Orange,Storm King,7463
2012,Palisades,Orange,Tiorati,208587
2012,Palisades,Orange,Washington Headquarters,19426
2012,Palisades,Orange/Rockland,Bear Mountain St Pk,1892931
2012,Palisades,Orange/Rockland,Harriman Group Camp,197908
2012,Palisades,Orange/Rockland,Harriman Hiker Trail,76800
2012,Palisades,Orange/Rockland,Sebago Lake,209720
2012,Palisades,Rockland,Anthony Wayne,457338
2012,Palisades,Rockland,Blauvelt,24042
2012,Palisades,Rockland,Harriman Beaver Pond,38355
2012,Palisades,Rockland,Haverstraw Beach,13379
2012,Palisades,Rockland,High Tor St Pk,44970
2012,Palisades,Rockland,Hook Mountain,19273
2012,Palisades,Rockland,Lake Welch,301320
2012,Palisades,Rockland,Nyack Beach St Pk,157090
2012,Palisades,Rockland,Palisades,9662
2012,Palisades,Rockland,Rockland Lake State Park,676891
2012,Palisades,Rockland,Stony Point Battlefield,29137
2012,Palisades,Rockland,Tallman Mountain St Pk,258171
2012,Palisades,Sullivan,Lake Superior,13652
2012,Palisades,Ulster,Bristol Beach,12282
2012,Palisades,Ulster,Minnewaska Park,267206
2012,Palisades,Ulster,Senate House,15944
2012,Palisades,Ulster,Sojourner Truth State Park,0
2012,Saratoga,Albany,John Boyd Thacher Pk,273361
2012,Saratoga,Albany,Schuyler Mansion,5386
2012,Saratoga,Albany,Thompson Lake St Pk,58557
2012,Saratoga,Columbia,Hudson River Islands,0
2012,Saratoga,Delaware,John Burroughs Memorial,3979
2012,Saratoga,Essex,Crown Point,26283
2012,Saratoga,Essex,John Brown Farm,67066
2012,Saratoga,Fulton,Johnson Hall,55556
2012,Saratoga,Greene,Athens,6517
2012,Saratoga,Greene,Coxsackie,83180
2012,Saratoga,Montgomery,Schoharie Crossing,53963
2012,Saratoga,Rensselaer,Bennington Battlefield,22993
2012,Saratoga,Rensselaer,Cherry Plain St Pk,37148
2012,Saratoga,Rensselaer,Crailo,9323
2012,Saratoga,Rensselaer,Grafton Lakes St Pk,293312
2012,Saratoga,Rensselaer,Schodack Island,105758
2012,Saratoga,Saratoga,Grants Cottage,4367
2012,Saratoga,Saratoga,Peebles Island,95345
2012,Saratoga,Saratoga,Saratoga Lake Boat Lnch,50211
2012,Saratoga,Saratoga,Saratoga Springs,2196378
2012,Saratoga,Saratoga/Warren,Moreau Lake St Pk,380407
2012,Saratoga,Schoharie,Max V Shaul Campsite,17659
2012,Saratoga,Schoharie,Minekill,91600
2012,Taconic,Columbia,Clermont,88887
2012,Taconic,Columbia,Copake Falls,283665
2012,Taconic,Columbia,Lake Taghkanic St Park,354072
2012,Taconic,Columbia,Olana,110035
2012,Taconic,Columbia/Dutchess,Rudd Pond,18515
2012,Taconic,Dutchess,Clinton House,0
2012,Taconic,Dutchess,James Baird,200419
2012,Taconic,Dutchess,Mills Norrie St Pk,198035
2012,Taconic,Dutchess,Staatsburgh Shs,14849
2012,Taconic,Dutchess/Putnam,Hudson Highlands,211767
2012,Taconic,Dutchess/Ulster,Walkway Over The Hudson,525760
2012,Taconic,Putnam,Clarence Fahnestock,268393
2012,Taconic,Putnam,Taconic Outdoor Education Center,13764
2012,Taconic,Westchester,F D Roosevelt,438389
2012,Taconic,Westchester,John Jay Homestead,28432
2012,Taconic,Westchester,Old Croton Aqueduct,1026504
2012,Taconic,Westchester,Philipse Manor,22956
2012,Taconic,Westchester,Rockefeller Preserve,342966
2012,Thousand Islands,Clinton,Cumberland Bay St Pk,47802
2012,Thousand Islands,Clinton,Great Chazy Boat Launch,21545
2012,Thousand Islands,Clinton,Macomb Reservation,31417
2012,Thousand Islands,Clinton,Point Au Roche,84398
2012,Thousand Islands,Clinton,Point Au Roche Boat Lau,10104
2012,Thousand Islands,Jefferson,Black River Trail,102412
2012,Thousand Islands,Jefferson,Burnham Pnt River Park,14500
2012,Thousand Islands,Jefferson,Canoe-Picnic Pnt River,10164
2012,Thousand Islands,Jefferson,Cedar Pnt River Park,80928
2012,Thousand Islands,Jefferson,Chaumont Boat Launch,44361
2012,Thousand Islands,Jefferson,Dewolf Point,19309
2012,Thousand Islands,Jefferson,Grass Pnt River Park,41804
2012,Thousand Islands,Jefferson,Keewaydin St Park,57334
2012,Thousand Islands,Jefferson,Kring Point,53479
2012,Thousand Islands,Jefferson,Long Point River Park,30688
2012,Thousand Islands,Jefferson,Mary Island River Park,4553
2012,Thousand Islands,Jefferson,Rock Island,0
2012,Thousand Islands,Jefferson,Sackets Harbor Btl Field,94466
2012,Thousand Islands,Jefferson,Southwick Beach St Pk,129306
2012,Thousand Islands,Jefferson,Stony Creek,29421
2012,Thousand Islands,Jefferson,Thousand Island Admin.,0
2012,Thousand Islands,Jefferson,Waterson Point Docking,1980
2012,Thousand Islands,Jefferson,Wehle State Park,66892
2012,Thousand Islands,Jefferson,Wellesley Island St Pk,215638
2012,Thousand Islands,Jefferson,Westcott Beach St Pk,144630
2012,Thousand Islands,Lewis,Whetstone Gulf,116310
2012,Thousand Islands,St Lawrence,Black Lk Boat Launch,6296
2012,Thousand Islands,St Lawrence,Cedar Island River Park,2378
2012,Thousand Islands,St Lawrence,Coles Creek,133326
2012,Thousand Islands,St Lawrence,Eel Weir St Park,3865
2012,Thousand Islands,St Lawrence,Higley Flow St Park,43901
2012,Thousand Islands,St Lawrence,Jacques Cartier St Pk,23638
2012,Thousand Islands,St Lawrence,Robert Moses St Pk - Thousand Islands,75605
2012,Thousand Islands,St Lawrence,St Lawrence Golf Course,10101
2012,Thousand Islands,St Lawrence,Wilson Hill Boat Launch,9303
2011,Allegany,Cattaraugus,Allegany Quaker Area,632478
2011,Allegany,Cattaraugus,Allegany Red House Area,717013
2011,Allegany,Chautauqua,Lake Erie St Pk,103665
2011,Allegany,Chautauqua,Long Point Marina,79309
2011,Allegany,Chautauqua,Midway State Park,94430
2011,Central,Broome,Chenango Valley St Pk,165728
2011,Central,Broome,Chittengo Lndg,0
2011,Central,Broome/Delaware,Oquaga State Park,30659
2011,Central,Chenango,Bowman Lake St Pk,49087
2011,Central,Chenango,Hunts Pond State Park,0
2011,Central,Herkimer,Herkimer Home,13499
2011,Central,Madison,Chittenango Fls St Pk,40639
2011,Central,Madison,Lorenzo,29013
2011,Central,Oneida,Delta Lake St Pk,196444
2011,Central,Oneida,Oriskany Battlefield,4172
2011,Central,Oneida,Pixley Falls State Park,37427
2011,Central,Oneida,Steuben Memorial,528
2011,Central,Oneida,Verona Beach State Park,204940
2011,Central,Onondaga,Clark Reservation,46319
2011,Central,Onondaga,Green Lakes State Park,905867
2011,Central,Onondaga/Madison/Oneida,Old Erie Canal,26488
2011,Central,Oswego,Battle Isl Golf Course,28693
2011,Central,Oswego,Fort Ontario,152011
2011,Central,Oswego,Mexico Point Boat Launch,18341
2011,Central,Oswego,Pine Grove Boatlaunch,0
2011,Central,Oswego,Sandy Island Beach,38018
2011,Central,Oswego,Selkirk Shores,86266
2011,Central,Otsego,Betty And Wilbur Davis State Park,17790
2011,Central,Otsego,Canadarago Boat Lnch,22209
2011,Central,Otsego,Gilbert Lake St Pk,97749
2011,Central,Otsego,Glimmerglass State Park,120293
2011,Finger Lakes,Cayuga,Fair Haven St Pk,289424
2011,Finger Lakes,Cayuga,Fillmore Glen St Pk,130874
2011,Finger Lakes,Cayuga,Long Point St Pk,46402
2011,Finger Lakes,Cayuga,Springbrook Greens,6000
2011,Finger Lakes,Chemung,Newtown Battlefield,28453
2011,Finger Lakes,Chemung,Soaring Eagles Golf Course,24785
2011,Finger Lakes,Ontario,Ganondagan,35488
2011,Finger Lakes,Ontario,H H Spencer,32788
2011,Finger Lakes,Ontario,Honeoye Bt Lau,30078
2011,Finger Lakes,Ontario/Seneca,Seneca Lake St Pk,147704
2011,Finger Lakes,Schuyler,Watkins Glen St Pk,520502
2011,Finger Lakes,Seneca,Bonavista Golf Course,4843
2011,Finger Lakes,Seneca,Cayuga Lake St Pk,123112
2011,Finger Lakes,Seneca,Lodi Point Marina/Boat,28688
2011,Finger Lakes,Seneca,Sampson St Pk,158682
2011,Finger Lakes,Steuben,Indian Hills Golf Course,26560
2011,Finger Lakes,Steuben,Pinnacle Golf,8020
2011,Finger Lakes,Steuben,Stony Brook St Pk,146987
2011,Finger Lakes,Tompkins,Allan Treman Marina,172579
2011,Finger Lakes,Tompkins,Buttermilk Falls St Pk,164880
2011,Finger Lakes,Tompkins,Finger Lakes Admin.,0
2011,Finger Lakes,Tompkins,Robert H Treman St Pk,215383
2011,Finger Lakes,Tompkins,Taughannock Falls St Pk,413748
2011,Finger Lakes,Wayne,Beechwood,0
2011,Finger Lakes,Wayne,Canadaigua Btlau Ontrio,40029
2011,Finger Lakes,Wayne,Chimney Bluffs,117802
2011,Finger Lakes,Wayne,Deans Cove Boat Launch,15318
2011,Finger Lakes,Yates,Keuka Lake St Pk,89788
2011,Genesee,Allegany/Cattaraugus/Livingston/Monroe,Genesee Valley Greenway,32954
2011,Genesee,Genesee,Darien Lakes State Park,69516
2011,Genesee,Livingston,Conesus Lake Boat Launch,21903
2011,Genesee,Livingston/Wyoming,Letchworth State Park,661883
2011,Genesee,Monroe,Braddock Bay,40000
2011,Genesee,Monroe,Durand Eastman,25396
2011,Genesee,Monroe,Genesee River Park,2636
2011,Genesee,Monroe,Hamlin Beach State Park,278532
2011,Genesee,Monroe,Irondquoit Bay Boat Lnch,38872
2011,Genesee,Orleans,Lakeside Beach St Pk,69325
2011,Genesee,Orleans,Oak Orchard Boat Launch,7547
2011,Genesee,Wyoming,Silver Lake,22020
2011,Long Island,Nassau,Hempstead Lake St Pk,289265
2011,Long Island,Nassau,Jones Beach,5135946
2011,Long Island,Nassau,Planting Fields A,180993
2011,Long Island,Nassau,Valley Stream St Pk,249615
2011,Long Island,Nassau/Suffolk,Bethpage Golf Course,741338
2011,Long Island,Nassau/Suffolk,Trailview,121714
2011,Long Island,Suffolk,Bayard C. A.,171774
2011,Long Island,Suffolk,Belmont Lakes St Pk,452750
2011,Long Island,Suffolk,Brentwood Sp,503700
2011,Long Island,Suffolk,Brookhaven State Park,9722
2011,Long Island,Suffolk,Caleb Smith State Park,26264
2011,Long Island,Suffolk,Camp Hero,123210
2011,Long Island,Suffolk,Captree St Pk,1027378
2011,Long Island,Suffolk,Caumsett St Pk,404727
2011,Long Island,Suffolk,Cold Spring Harbor,156957
2011,Long Island,Suffolk,Connetquot River St Pk,210690
2011,Long Island,Suffolk,Heckscher St Park,1125800
2011,Long Island,Suffolk,Hither Hills,348730
2011,Long Island,Suffolk,Montauk Downs,127380
2011,Long Island,Suffolk,Montauk Point,754915
2011,Long Island,Suffolk,Napeague State Park,96660
2011,Long Island,Suffolk,Nissequogue River,64702
2011,Long Island,Suffolk,Orient Beach St Pk,434266
2011,Long Island,Suffolk,Robert Moses St Pk - Long Island,3318106
2011,Long Island,Suffolk,Sag Harbour,29750
2011,Long Island,Suffolk,Shadmore,58385
2011,Long Island,Suffolk,Sunken Meadow St Pk,1614554
2011,Long Island,Suffolk,Walt Whitman House,7748
2011,Long Island,Suffolk,Wildwood State Park,274011
2011,New York City,Bronx,Roberto Clemente,1229238
2011,New York City,Kings,Empire Fulton Ferry,0
2011,New York City,Kings,Marsha P. Johnson State Park (former East River State Park until 2020),512146
2011,New York City,New York,Riverbank Fitness Cntr,33655
2011,New York City,New York,Riverbank Rollr-Ice Rnks,239888
2011,New York City,New York,Riverbank State Park,3363265
2011,New York City,Queens,Bayswater Point St Pk,12068
2011,New York City,Queens,Gantry Plaza,634922
2011,New York City,Richmond,Clay Pit Ponds,61444
2011,Niagara,Erie,Beaver Island,279891
2011,Niagara,Erie,Big 6 Marina,66816
2011,Niagara,Erie,Buckhorn,29220
2011,Niagara,Erie,Buffalo Harbor St Pk & Marina,0
2011,Niagara,Erie,Evangola St Pk,110301
2011,Niagara,Erie,Knox Farm Sp,0
2011,Niagara,Erie,Woodlawn Beach,70000
2011,Niagara,Niagara,Artpark,312881
2011,Niagara,Niagara,Deveaux Woods,20420
2011,Niagara,Niagara,Devils Hole,416605
2011,Niagara,Niagara,Four  Mile Creek,68274
2011,Niagara,Niagara,Ft Niagara,321996
2011,Niagara,Niagara,Golden Hill St Pk,73193
2011,Niagara,Niagara,Joseph Davis St Pk,9416
2011,Niagara,Niagara,Niagara Reservation,8448914
2011,Niagara,Niagara,Reservoir St Pk,14990
2011,Niagara,Niagara,Whirlpool,492530
2011,Niagara,Niagara,Wilson Tuscarora St Pk,134292
2011,Palisades,Dutchess/Orange/Putnam/Rockland,Appalachian Trail,11890
2011,Palisades,Orange,Fort Montgomery,22299
2011,Palisades,Orange,Goosepond Mountain,4459
2011,Palisades,Orange,Highland Lakes,5099
2011,Palisades,Orange,Knox Headquarters,7819
2011,Palisades,Orange,National Purple Heart Hall Of Honor,14546
2011,Palisades,Orange,New Windsor Cantonment,17100
2011,Palisades,Orange,Schunnemunk State Park,32932
2011,Palisades,Orange,Sterling Forest,184731
2011,Palisades,Orange,Storm King,10359
2011,Palisades,Orange,Tiorati,166353
2011,Palisades,Orange,Washington Headquarters,20028
2011,Palisades,Orange/Rockland,Bear Mountain St Pk,1851145
2011,Palisades,Orange/Rockland,Harriman Group Camp,200834
2011,Palisades,Orange/Rockland,Harriman Hiker Trail,86848
2011,Palisades,Orange/Rockland,Sebago Lake,239701
2011,Palisades,Rockland,Anthony Wayne,386872
2011,Palisades,Rockland,Blauvelt,23858
2011,Palisades,Rockland,Harriman Beaver Pond,31795
2011,Palisades,Rockland,Haverstraw Beach,11410
2011,Palisades,Rockland,High Tor St Pk,62514
2011,Palisades,Rockland,Hook Mountain,16629
2011,Palisades,Rockland,Lake Welch,330336
2011,Palisades,Rockland,Nyack Beach St Pk,148527
2011,Palisades,Rockland,Palisades,6267
2011,Palisades,Rockland,Rockland Lake State Park,610305
2011,Palisades,Rockland,Stony Point Battlefield,28545
2011,Palisades,Rockland,Tallman Mountain St Pk,242360
2011,Palisades,Sullivan,Lake Superior,14128
2011,Palisades,Ulster,Bristol Beach,10909
2011,Palisades,Ulster,Minnewaska Park,219205
2011,Palisades,Ulster,Senate House,17394
2011,Palisades,Ulster,Sojourner Truth State Park,0
2011,Saratoga,Albany,John Boyd Thacher Pk,422619
2011,Saratoga,Albany,Schuyler Mansion,6156
2011,Saratoga,Albany,Thompson Lake St Pk,38044
2011,Saratoga,Columbia,Hudson River Islands,0
2011,Saratoga,Delaware,John Burroughs Memorial,4016
2011,Saratoga,Essex,Crown Point,23171
2011,Saratoga,Essex,John Brown Farm,56084
2011,Saratoga,Fulton,Johnson Hall,30808
2011,Saratoga,Greene,Athens,20967
2011,Saratoga,Greene,Coxsackie,116575
2011,Saratoga,Montgomery,Schoharie Crossing,43837
2011,Saratoga,Rensselaer,Bennington Battlefield,18076
2011,Saratoga,Rensselaer,Cherry Plain St Pk,26442
2011,Saratoga,Rensselaer,Crailo,8103
2011,Saratoga,Rensselaer,Grafton Lakes St Pk,220714
2011,Saratoga,Rensselaer,Schodack Island,78722
2011,Saratoga,Saratoga,Grants Cottage,3344
2011,Saratoga,Saratoga,Peebles Island,85000
2011,Saratoga,Saratoga,Saratoga Lake Boat Lnch,31125
2011,Saratoga,Saratoga,Saratoga Springs,1916781
2011,Saratoga,Saratoga/Warren,Moreau Lake St Pk,374352
2011,Saratoga,Schoharie,Max V Shaul Campsite,12521
2011,Saratoga,Schoharie,Minekill,62638
2011,Taconic,Columbia,Clermont,77466
2011,Taconic,Columbia,Copake Falls,217386
2011,Taconic,Columbia,Lake Taghkanic St Park,262757
2011,Taconic,Columbia,Olana,148759
2011,Taconic,Columbia/Dutchess,Rudd Pond,17190
2011,Taconic,Dutchess,Clinton House,0
2011,Taconic,Dutchess,James Baird,158530
2011,Taconic,Dutchess,Mills Norrie St Pk,186366
2011,Taconic,Dutchess,Staatsburgh Shs,13158
2011,Taconic,Dutchess/Putnam,Hudson Highlands,205792
2011,Taconic,Dutchess/Ulster,Walkway Over The Hudson,432937
2011,Taconic,Putnam,Clarence Fahnestock,262504
2011,Taconic,Putnam,Taconic Outdoor Education Center,22144
2011,Taconic,Westchester,F D Roosevelt,472191
2011,Taconic,Westchester,John Jay Homestead,52676
2011,Taconic,Westchester,Old Croton Aqueduct,912439
2011,Taconic,Westchester,Philipse Manor,20939
2011,Taconic,Westchester,Rockefeller Preserve,298246
2011,Thousand Islands,Clinton,Cumberland Bay St Pk,4524
2011,Thousand Islands,Clinton,Great Chazy Boat Launch,13212
2011,Thousand Islands,Clinton,Macomb Reservation,30041
2011,Thousand Islands,Clinton,Point Au Roche,66236
2011,Thousand Islands,Clinton,Point Au Roche Boat Lau,6405
2011,Thousand Islands,Jefferson,Black River Trail,100745
2011,Thousand Islands,Jefferson,Burnham Pnt River Park,14101
2011,Thousand Islands,Jefferson,Canoe-Picnic Pnt River,9497
2011,Thousand Islands,Jefferson,Cedar Pnt River Park,67931
2011,Thousand Islands,Jefferson,Chaumont Boat Launch,41958
2011,Thousand Islands,Jefferson,Dewolf Point,15443
